short_tempered,short-tempered
affective,effective
seson,season
signitories,signatories
bagage,baggage
erally,orally
keep,keeps
win,wind
wid,wind
misdemenor,misdemeanor
misdameanor,misdemeanor
sunshin,sunshine
Nazereth,Nazareth
fur,fir
fite,fit
fid,fit
unforseen,unforeseen
heretofor,heretofore
seceed,secede
survivers,survivors
coach_load,coach-load
distingishing,distinguishing
insubstancial,insubstantial
grievious,grievous
interupt,interrupt
blnk,blink
eisenhhower,eisenhower
scholer,scholar
repreents,represents
shoe_lace,shoelace
arow,arrow
volcanoe,volcano
obdirate,obdurate
preceeded,preceded
financhial,financial
financal,financial
finanial,financial
finantial,financial
financual,financial
finacial,financial
fiancial,financial
snaks,snakes
snake,snakes
archtypes,archetypes
garmet,garment
spiter,spider
turnup,turnip
preceeds,precedes
fort_night,fortnight
labroratory,laboratory
labortory,laboratory
laboatory,laboratory
laboretory,laboratory
labratory,laboratory
labaratory,laboratory
lavoratory,laboratory
laboritory,laboratory
laborotory,laboratory
laborbtory,laboratory
laberatory,laboratory
rings,ring
wip,whip
exepting,excepting
incourage,encourage
encorage,encourage
encourge,encourage
engeneer,engineer
engieneer,engineer
enginer,engineer
foundition,foundation
fondation,foundation
asured,assured
thretened,threatened
survays,surveys
graps,grapes
sheat,sheet
shet,sheet
estamate,estimate
knitt,knit
nit,knit
universaly,universally
enourmous,enormous
enormus,enormous
aet,ate
ete,ate
scruf,scruff
repremanded,reprimanded
dinner_hour,dinner-hour
todays,today's
wach,wash
wosh,wash
instruck,instruct
biten,bitten
Basketball,basketball
basketbale,basketball
baskeball,basketball
basket-ball,basketball
bascketball,basketball
baskitball,basketball
survice,service
servise,service
servace,service
similarily,similarly
enagement,engagement
nedded,needed
neaded,needed
pertubations,perturbations
mater,master
archetect,architect
lisen,listen
listern,listen
geniva,geneva
snoty,snooty
predicable,predictable
crall,crawl
positivly,positively
sedereal,sidereal
sideral,sidereal
showd,showed
appoximations,approximations
treee,tree
tre,tree
three,tree
tee,tree
omniverous,omnivorous
projet,project
progect,project
projent,project
pnuemonia,pneumonia
phneumonia,pneumonia
pneimonia,pneumonia
pnumonia,pneumonia
pneunonia,pneumonia
pneaumonia,pneumonia
pnemonia,pneumonia
pneumnia,pneumonia
Pneumonia,pneumonia
pheumonia,pneumonia
pneumunia,pneumonia
neumonia,pneumonia
pneomonia,pneumonia
penumonia,pneumonia
idel,idle
ide,idle
reajusted,readjusted
seminery,seminary
feling,feeling
felling,feeling
fealing,feeling
aquisition,acquisition
alot,a_lot
to-days,to-day's
today's,to-day's
runer,runner
doxen,dozen
dosen,dozen
wholsome,wholesome
holesome,wholesome
responsable,responsible
responcible,responsible
reponsible,responsible
metalic,metallic
assymmetric,asymmetric
asymetric,asymmetric
Bankg,Bang
asorbed,absorbed
amsing,amusing
doers,doors
dors,doors
responsably,responsibly
Johnes,Jones
commiting,committing
comitting,committing
shale,shall
sall,shall
shal,shall
objet,object
alittle,a_little
moth,mouth
leter,letter
professer,professor
profesor,professor
proffessor,professor
kamp,camp
canp,camp
consumate,consummate
ninteenth,nineteenth
screem,scream
screm,scream
incompleet,incomplete
marval,marvel
polypropalene,polypropylene
bombe,bomb
bome,bomb
bomm,bomb
bom,bomb
garge,gauge
gange,gauge
gage,gauge
cauge,gauge
gaige,gauge
guage,gauge
gadge,gauge
gaoge,gauge
lesson's,lessons
lessens,lessons
lesons,lessons
leasons,lessons
lessions,lessons
lesson,lessons
buisy,busy
bussy,busy
bisy,busy
then,than
thna,than
tahn,than
that,than
buch,bush
toched,touched
tuched,touched
toughed,touched
toached,touched
tougched,touched
toulched,touched
toutched,touched
rick,rich
rise,rice
lade,lady
ladey,lady
ladiy,lady
ladys,lady
blate,plate
plat,plate
terrours,terrors
formost,foremost
poket,pocket
foundaries,foundries
cusion,cushion
alltogether,altogether
jagaur,jaguar
nicerly,nicely
nicly,nicely
micely,nicely
border,boarder
pacth,patch
blow,blew
diaster,disaster
radiuss,radius
radious,radius
nocternal,nocturnal
hamer,hammer
bets,best
bast,best
dest,best
beat,best
bist,best
besh,best
besd,best
mest,best
beast,best
bess,best
bes,best
bet,best
losts,lots
lotes,lots
lot,lots
lost,lots
propogates,propagates
skore,score
scor,score
sied,side
sid,side
preseve,preserve
neve,never
newer,never
mever,never
neaver,never
neiver,never
naver,never
neven,never
nver,never
exstend,extend
extand,extend
nuture,nature
rolld,rolled
envigorated,invigorated
souvenier,souvenir
exstent,extent
wheel_barrow,wheelbarrow
dept,debt
deat,debt
tyrany,tyranny
pattented,patented
axcident,accident
accicent,accident
acsident,accident
accsident,accident
accxident,accident
ancident,accident
acident,accident
accdient,accident
accedent,accident
cherped,chirped
ocuntry,country
contry,country
county,country
coontry,country
insense,incense
levetating,levitating
planed,planned
huming,humming
cardbord,cardboard
sorce,source
aource,source
sourse,source
unioun,union
mush,much
mach,much
staydium,stadium
priviledge,privilege
privelege,privilege
previlege,privilege
privileged,privilege
privilage,privilege
privilige,privilege
fri,fry
incompetant,incompetent
lif,life
lief,life
live,life
lefe,life
spite,spit
eastren,eastern
wich,wish
wis,wish
whish,wish
left,lift
tobogan,toboggan
taboggan,toboggan
tobaggan,toboggan
toboggen,toboggan
cild,child
worted,worked
spen,spin
skilfuly,skilfully
skilfuley,skilfully
scilfully,skilfully
skillfully,skilfully
skifully,skilfully
comerce,commerce
disect,dissect
employe,employ
imploy,employ
visite,visit
vist,visit
antecipating,anticipating
anticepating,anticipating
anticpating,anticipating
anticipting,anticipating
antiscipating,anticipating
antisipating,anticipating
anticapating,anticipating
anticipateing,anticipating
volin,violin
vioiln,violin
oximoron,oxymoron
damiged,damaged
dameaged,damaged
damanged,damaged
damagd,damaged
damage,damaged
dammaged,damaged
damged,damaged
damagtd,damaged
damadged,damaged
bamaged,damaged
dameged,damaged
danaged,damaged
danmaged,damaged
thigns,things
tings,things
thinks,things
thing,things
thnigs,things
thigs,things
diemands,demands
splite,split
spilt,split
babyies,babies
babis,babies
badies,babies
babbes,babies
babes,babies
babyes,babies
faily,fairly
farly,fairly
fairlu,fairly
Marrid,Married
super,supper
preemptory,peremptory
resinded,rescinded
accademic,academic
acedemic,academic
subpena,subpoena
formmistress,form-mistress
corparate,corporate
placque,plaque
capital,capitol
distribut,distribute
distrubute,distribute
sleppy,sleepy
sleepey,sleepy
financilly,financially
finnancially,financially
financialy,financially
finincially,financially
finantially,financially
financally,financially
financhally,financially
finiancially,financially
finacially,financially
financeally,financially
fianancially,financially
fiancially,financially
financinally,financially
financually,financially
finanically,financially
protrayed,portrayed
suceeding,succeeding
previvous,previous
preveous,previous
previos,previous
previus,previous
perchased,purchased
oldfashioned,old-fashioned
head,had
ad,had
han,had
hab,had
hade,had
hed,had
has,had
hat,had
haed,had
Conneticut,Connecticut
obediant,obedient
obedent,obedient
innoncent,innocent
Innocent,innocent
inocent,innocent
innosent,innocent
innocents,innocent
innacent,innocent
innicent,innocent
ennocent,innocent
innoscent,innocent
inoncent,innocent
innorcent,innocent
prisin,prison
preson,prison
prision,prison
hase,has
as,has
his,has
hos,has
hot,hat
everytime,every_time
confidentally,confidentially
dissagreement,disagreement
possibly,possible
pissible,possible
possable,possible
posible,possible
unequivocaly,unequivocally
possably,possibly
possiply,possibly
possible,possibly
berth,birth
Misouri,Missouri
shaddow,shadow
shodow,shadow
uneque,unique
occuring,occurring
disire,desire
psycological,psychological
remined,remind
remond,remind
remied,remind
remine,remind
re_mind,remind
renind,remind
remaind,remind
pavment,pavement
staps,steps
prolague,prologue
prologe,prologue
prolouge,prologue
Ihaca,Ithaca
misdameanors,misdemeanors
misdemenors,misdemeanors
atterney,attorney
atorney,attorney
atturney,attorney
rigth,right
ald,old
ol,old
lod,old
olf,old
creak,creek
croud,crowd
pople,people
pleople,people
peiple,people
poeple,people
peple,people
peopl,people
peopel,people
peolpe,people
peaple,people
pepole,people
croun,crown
insistance,insistence
harasment,harassment
creap,creep
enemeies,enemies
enemes,enemies
eniemies,enemies
enamies,enemies
enemyies,enemies
enimies,enemies
enmies,enemies
fror,for
fur,for
far,for
fro,for
fore,for
four,for
foir,for
forr,for
fon,for
or,for
fo,for
bottem,bottom
botton,bottom
botom,bottom
foxx,fox
poluted,polluted
polutes,pollutes
dinner_hours,dinner-hours
loosing,losing
loseing,losing
lossing,losing
memerable,memorable
manufactoring,manufacturing
manufaturing,manufacturing
dollers,dollars
anomolous,anomalous
anomalus,anomalous
reccollect,recollect
recolect,recollect
dispair,despair
slighlty,slightly
rased,raised
Fab,Feb
honey_moon,honeymoon
honymoon,honeymoon
well_suited,well-suited
sun,son
respectible,respectable
consumated,consummated
sew,sow
rap,wrap
unabiguous,unambiguous
halloe,hallo
atitude,altitude
actitude,altitude
altitube,altitude
altituded,altitude
eltitude,altitude
altitud,altitude
alltitude,altitude
altiude,altitude
altilude,altitude
altitued,altitude
altetude,altitude
constanly,constantly
constently,constantly
tam,tame
with,width
boys,boy's
overhaed,overhead
happiy,happy
happe,happy
hapy,happy
happi,happy
ofer,offer
cassowarry,cassowary
tallents,talents
understadable,understandable
beach,beech
safegaurd,safeguard
congratulation,congratulations
congraulations,congratulations
congrutulations,congratulations
congralulations,congratulations
congratulatons,congratulations
congradulations,congratulations
congretulations,congratulations
congragulations,congratulations
congratilations,congratulations
congratualations,congratulations
congratalations,congratulations
congreatulations,congratulations
congractulations,congratulations
congratuations,congratulations
geneology,genealogy
insid,inside
in_side,inside
unanumous,unanimous
unanious,unanimous
unaninous,unanimous
unnanimous,unanimous
unaimous,unanimous
unanmous,unanimous
unanomous,unanimous
unanamous,unanimous
unanimos,unanimous
unannimous,unanimous
unanimus,unanimous
unanemous,unanimous
parm,palm
passanger,passenger
latey,later
latter,later
lated,later
stedy,steady
touranment,tournament
tournment,tournament
tournanent,tournament
tournement,tournament
turnament,tournament
tourament,tournament
atournament,tournament
tourmament,tournament
tournnament,tournament
tournamant,tournament
tornament,tournament
tourniment,tournament
prooves,proves
exsist,exist
dealor,dealer
nogotiations,negotiations
negoatiations,negotiations
negotitations,negotiations
neguotiations,negotiations
negotiation,negotiations
negotitions,negotiations
negotiatins,negotiations
negatiations,negotiations
negoiations,negotiations
negotations,negotiations
negotciations,negotiations
negogiations,negotiations
negociations,negotiations
negosiations,negotiations
flor,floor
foor,floor
flod,flood
superfulous,superfluous
rol,roll
double_cross,double-cross
asterick,asterisk
emminent,eminent
iminent,eminent
skale,scale
roling,rolling
quandry,quandary
good_natured,good-natured
tiem,time
timne,time
tame,time
tim,time
tine,time
tiome,time
puch,push
breath,breadth
chan,chain
choin,chain
who_ever,whoever
Indian's,Indians
intergration,integration
skat,skate
char,chair
chiar,chair
mist,midst
Ukranian,Ukrainian
philisopher,philosopher
vent,vet
mashe,mache
cheep,cheap
choise,choice
glomy,gloomy
breaktime,break_time
exsact,exact
minuet,minute
minite,minute
miniute,minute
leasve,leave
leav,leave
leve,leave
settel,settle
term,team
teem,team
tem,team
loades,loads
pervent,prevent
spiritul,spiritual
spiritural,spiritual
speritual,spiritual
spirtual,spiritual
spirttual,spiritual
spirituall,spiritual
spritual,spiritual
spirital,spiritual
spiritial,spiritual
occurrance,occurrence
occurence,occurrence
ocurrence,occurrence
two_faced,two-faced
atic,attic
sighn,sign
eign,sign
sion,sign
candle_stick,candlestick
essense,essence
jeapardy,jeopardy
jepardy,jeopardy
celebrate,celebrated
malt,melt
curent,current
extraterrestial,extraterrestrial
folling,falling
bage,badge
jurry,jury
funerl,funeral
understanting,understanding
undestanding,understanding
under_standing,understanding
adress,address
addres,address
a_lone,alone
alon,alone
a_long,along
aling,along
alog,along
allong,along
By,My
momentus,momentous
financers,financiers
duste,dusty
studed,studied
studyed,studied
whereever,wherever
commongly,commonly
aclomplished,accomplished
apcomplished,accomplished
acomplished,accomplished
proclomation,proclamation
lvoe,love
loev,love
raddish,radish
preafer,prefer
prefor,prefer
perfer,prefer
pefer,prefer
profer,prefer
prefur,prefer
prefere,prefer
blody,bloody
marvellous,marvelous
marvalous,marvelous
grandpas,grandpa's
warking,working
wroking,working
wokring,working
woking,working
homsick,homesick
positve,positive
possitive,positive
angery,angry
angrey,angry
dongle,dangle
vigeur,vigour
wod,wood
apposed,opposed
wondring,wondering
firms,films
loveing,loving
marables,marbles
affort,afford
efford,afford
aford,afford
appearent,apparent
apprarent,apparent
apparant,apparent
apperent,apparent
apprent,apparent
aparent,apparent
apparient,apparent
apendix,appendix
everwhere,everywhere
eveywhere,everywhere
vertue,virtue
virtu,virtue
virture,virtue
vurtue,virtue
virtues,virtue
virtuge,virtue
virtrue,virtue
orrginally,originally
originnally,originally
oringinally,originally
origionally,originally
originially,originally
orriginally,originally
orignially,originally
originually,originally
origially,originally
origianally,originally
oreginally,originally
origenally,originally
origanally,originally
origonally,originally
originaly,originally
oridinally,originally
orginally,originally
orignally,originally
preted,pretend
prutend,pretend
pretned,pretend
peretend,pretend
protend,pretend
pretennd,pretend
pretent,pretend
pretened,pretend
bretend,pretend
petend,pretend
prertend,pretend
preten,pretend
preatend,pretend
pritend,pretend
predend,pretend
prtend,pretend
phretend,pretend
pertend,pretend
prelend,pretend
prentend,pretend
belives,believes
beleives,believes
priting,printing
prenting,printing
beleived,believed
detatched,detached
stock_room,stockroom
sacrement,sacrament
unequaled,unequalled
alowed,allowed
stol,stole
stold,stole
evedently,evidently
monitering,monitoring
witer,winter
devided,divided
thinking,thanking
elphant,elephant
loundry,laundry
landry,laundry
shot,spot
spout,spot
srot,spot
sport,spot
spat,spot
elbowgrease,elbow-grease
rehabilatate,rehabilitate
dake,date
dute,date
datr,date
dat,date
dade,date
sach,such
shuch,such
suh,such
dat,data
dsata,data
natureal,natural
naturual,natural
natrual,natural
varities,varieties
conscius,conscious
conicious,conscious
consious,conscious
counscious,conscious
consciouse,conscious
consceious,conscious
consicious,conscious
concious,conscious
wheel_chair,wheelchair
ordinairily,ordinarily
ordanarily,ordinarily
oridinarily,ordinarily
ordinarialy,ordinarily
ordinarlily,ordinarily
ordinaryly,ordinarily
ordinarly,ordinarily
ordinairly,ordinarily
ordinarilly,ordinarily
ordinarrly,ordinarily
ardinarily,ordinarily
ordinarlly,ordinarily
ordinarely,ordinarily
ordinaraly,ordinarily
ordainarily,ordinarily
ordinerily,ordinarily
ordinaroly,ordinarily
ordinaryily,ordinarily
ordonarily,ordinarily
soe,so
som,so
sol,so
sow,so
sor,so
swolen,swollen
defenitions,definitions
inocuous,innocuous
archeaologist,archeologist
frips,flips
yeasr,years
eyars,years
yeers,years
yeras,years
yesars,years
yars,years
yeas,years
year,years
yers,years
coure,course
corse,course
coarse,course
experments,experiments
experiaments,experiments
quarelled,quarrelled
ommitting,omitting
omiting,omitting
diety,deity
tendancy,tendency
tor,tore
solatary,solitary
thum,thumb
internationlly,internationally
hymn_books,hymn-books
tourn,torn
tron,torn
turn,torn
councellor,councillor
atraction,attraction
susspicion,suspicion
suppicion,suspicion
suspecion,suspicion
suspition,suspicion
supicion,suspicion
suspician,suspicion
suspicison,suspicion
suspiscion,suspicion
suspicsion,suspicion
supsicion,suspicion
suspiction,suspicion
suspision,suspicion
petetion,petition
apon,apron
recepients,recipients
recipiants,recipients
civillian,civilian
maches,matches
basful,bashful
bashfull,bashful
rocords,records
compeled,compelled
suscribers,subscribers
twlight,twilight
handywork,handiwork
shauted,shouted
establashing,establishing
establisheng,establishing
establising,establishing
estableshing,establishing
estaplishing,establishing
esstablishing,establishing
astablishing,establishing
istablishing,establishing
estableishing,establishing
estsablishing,establishing
eastablishing,establishing
exstablishing,establishing
estabishing,establishing
spliters,splinters
Stanlay,Stanley
quater,quarter
turtel,turtle
sqare,square
squar,square
reciept,receipt
recipt,receipt
receit,receipt
recept,receipt
breakthough,breakthrough
frame,frames
oweing,owing
sponser,sponsor
canvis,canvas
Michagan,Michigan
contasined,contained
containd,contained
investagation,investigation
chemicaly,chemically
chemcially,chemically
desintegrated,disintegrated
seige,siege
millon,million
strived,striven
posibility,possibility
possibilty,possibility
quit,quite
quiet,quite
qutie,quite
compicated,complicated
grandna,grandma
pomems,poems
poams,poems
poemas,poems
poem,poems
poemes,poems
peoms,poems
poims,poems
pomes,poems
paems,poems
powems,poems
porms,poems
remander,remainder
trianing,training
traning,training
taining,training
trainning,training
tranning,training
modist,modest
recompence,recompense
neclect,neglect
neglet,neglect
emition,emotion
saveing,saving
symmatry,symmetry
symetry,symmetry
archetecturally,architecturally
Royl,Royal
on,one
ome,one
onen,one
ond,one
oen,one
ont,one
cloak_room,cloakroom
submite,submit
sumit,submit
vot,vote
voet,vote
opin,open
opne,open
opean,open
effords,affords
exagerations,exaggerations
citty,city
sity,city
cite,city
Munday,Monday
thirdy,thirdly
bit,bite
stuctured,structured
underladder,under_ladder
indecate,indicate
teather,teacher
teaher,teacher
techer,teacher
tearcher,teacher
teachur,teacher
teasher,teacher
teatcher,teacher
teahcher,teacher
deaft,draft
structurs,structures
ridiculeous,ridiculous
ridiculois,ridiculous
ridiculos,ridiculous
rudiculous,ridiculous
ridiculious,ridiculous
ridicilous,ridiculous
ridiculus,ridiculous
rideculous,ridiculous
rediculous,ridiculous
Sep,Sept
boyfrend,boyfriend
boyfreind,boyfriend
boy_friend,boyfriend
depresed,depressed
foly,folly
folloy,folly
folley,folly
fooly,folly
foley,folly
fally,folly
floly,folly
foully,folly
coots,coats
Atheneans,Athenians
unfitt,unfit
infront,in_front
janiter,janitor
propect,prospect
addresing,addressing
adressing,addressing
turened,turned
tured,turned
tuned,turned
turrned,turned
teurned,turned
turend,turned
truned,turned
terned,turned
turnd,turned
aurgument,argument
arguement,argument
ally,alley
sed,sad
sade,sad
prestigous,prestigious
prestigeous,prestigious
raind,rained
buired,buried
burried,buried
buriel,buried
bured,buried
bried,buried
baried,buried
buiried,buried
buryed,buried
beried,buried
buryied,buried
burred,buried
sew,saw
sow,saw
sa,saw
san,saw
set,sat
handi_craft,handicraft
hand_craft,handicraft
didnot,did_not
not,note
mantain,maintain
tacke,take
tkae,take
taek,take
tak,take
distroy,destroy
encourage,encouraged
incouraged,encouraged
opposit,opposite
oposite,opposite
oppsite,opposite
oppoiste,opposite
opposte,opposite
oppisite,opposite
opposited,opposite
oppasite,opposite
oppossite,opposite
oppesite,opposite
sylable,syllable
new,knew
prented,printed
nee,knee
personality,personalty
pagis,pages
adaptibility,adaptability
Portugese,Portuguese
lown,lawn
avarage,average
driv,drive
was,ways
way,ways
slat,salt
solt,salt
wallking,walking
waulking,walking
wolking,walking
warking,walking
wakking,walking
wilking,walking
waking,walking
wacking,walking
murmers,murmurs
surples,surplus
serplus,surplus
surpluse,surplus
surpluss,surplus
surplas,surplus
surplis,surplus
surplut,surplus
sirplus,surplus
surplos,surplus
suplus,surplus
penciled,pencilled
enfuriate,infuriate
merrit,merit
peches,peaches
scarse,scarce
aggresive,aggressive
agressive,aggressive
wepons,weapons
slo,slow
gaurd,gourd
clock,cloak
oging,going
gonig,going
goign,going
gowing,going
gying,going
goning,going
hocky,hockey
aquipped,equipped
eqquipped,equipped
equipted,equipped
equippted,equipped
equiped,equipped
iquipped,equipped
equpped,equipped
ecquipped,equipped
congresional,congressional
disput,dispute
assitant,assistant
assisstant,assistant
freeing,freezing
frezing,freezing
feezing,freezing
freesing,freezing
freezzing,freezing
freeding,freezing
frezzing,freezing
frezeing,freezing
awaitin,awaiting
anhour,an_hour
resorce,resource
resoure,resource
resouce,resource
recource,resource
resourse,resource
artest,artist
barrow,borrow
woried,worried
worred,worried
preist,priest
bee_keepers,bee-keepers
bomes,bombs
boms,bombs
lieable,liable
lible,liable
lyable,liable
there,where
wher,where
were,where
hwere,where
arival,arrival
arrivial,arrival
surgere,surgery
jumper,jumped
recievers,receivers
representative's,representatives
represntatives,representatives
repesentatives,representatives
Representatives,representatives
represenatives,representatives
representitives,representatives
representatives',representatives
represnetatives,representatives
representative,representatives
repersentatives,representatives
represenitatives,representatives
dormiatory,dormitory
dormotory,dormitory
dormatory,dormitory
dormitary,dormitory
dormitoriy,dormitory
doromitory,dormitory
dormintory,dormitory
dormetory,dormitory
domitory,dormitory
dorimitory,dormitory
dormitlory,dormitory
dormiltory,dormitory
dorimtory,dormitory
doritory,dormitory
lilometer,kilometer
cantaloube,cantaloupe
aberation,aberration
supresses,suppresses
revealled,revealed
concetrate,concentrate
consentrate,concentrate
share,spare
spere,spare
spar,spare
inbetween,in_between
surpressed,suppressed
supressed,suppressed
consentrated,concentrated
masn,mans
meny,many
may,many
manny,many
mony,many
millionnaire,millionaire
beseiging,besieging
personel,personal
persnal,personal
consentrates,concentrates
expresion,expression
cann't,can't
cant,can't
carn't,can't
allowence,allowance
yearley,yearly
twen,twin
comback,comeback
gees,geese
bouyancy,buoyancy
conciders,considers
boaut,boat
bot,boat
careing,caring
come,comb
unconciousness,unconsciousness
strech,stretch
streach,stretch
wast,west
localy,locally
vakation,vacation
vaction,vacation
consede,concede
breathe,breath
breth,breath
brath,breath
practise,practised
practiced,practised
wans,wants
wnats,wants
wantes,wants
want,wants
unable,enable
anable,enable
thousend,thousand
thousnand,thousand
fromed,formed
formd,formed
obsirve,observe
extint,extant
caligraphy,calligraphy
farmer,former
prominance,prominence
eassier,easier
easyer,easier
easer,easier
newpaper,newspaper
newspapper,newspaper
news_paper,newspaper
situration,situation
consituency,constituency
all_round,all-round
purce,purse
perse,purse
vandolism,vandalism
sicknes,sickness
a,I
i,I
advertisment,advertisement
volcanos,volcanoes
vacent,vacant
tenacle,tentacle
soforth,so_forth
so-forth,so_forth
genei,genii
grumby,grumpy
sumer,summer
bieng,being
bieing,being
beeing,being
trucculent,truculent
exagerating,exaggerating
rast,rest
school,schools
stemer,steamer
ommissions,omissions
weakly,weekly
sixten,sixteen
siver,silver
sliver,silver
instrement,instrument
instrment,instrument
instriment,instrument
prominantly,prominently
spects,aspects
arouned,around
aroand,around
aroud,around
arond,around
arround,around
a_round,around
arownd,around
round,around
nobbly,knobbly
art,dart
darrt,dart
darte,dart
durt,dart
daet,dart
dard,dart
tart,dart
dert,dart
dirt,dart
dat,dart
deart,dart
drat,dart
drt,dart
dort,dart
durk,dark
dork,dark
drak,dark
darrk,dark
darw,dark
dak,dark
dare,dark
dard,dark
drk,dark
dank,dark
darck,dark
traffi,traffic
trafic,traffic
traffc,traffic
traffig,traffic
traffice,traffic
traffik,traffic
tarffic,traffic
bandge,bandage
vaccum,vacuum
word,world
would,world
wold,world
wourld,world
postel,postal
vage,vague
satisfacsion,satisfaction
satisfacion,satisfaction
satesfaction,satisfaction
satisfation,satisfaction
satisfactoin,satisfaction
satisfacttion,satisfaction
satishfaction,satisfaction
satitfaction,satisfaction
sitisfaction,satisfaction
satifaction,satisfaction
unrepentent,unrepentant
nutritents,nutrients
souveniers,souvenirs
stationery,stationary
klap,clap
clape,clap
autitorium,auditorium
additorium,auditorium
auditorim,auditorium
auditarium,auditorium
audetorium,auditorium
audotorium,auditorium
auditoriam,auditorium
auditoruium,auditorium
auditorinum,auditorium
ouditorium,auditorium
auditorum,auditorium
auditoium,auditorium
auditoryum,auditorium
auditoriom,auditorium
auditoreum,auditorium
audiotorium,auditorium
audatorium,auditorium
auditoriumn,auditorium
auditoriun,auditorium
aditorium,auditorium
satsfactory,satisfactory
satifactory,satisfactory
satisfactary,satisfactory
superintendant,superintendent
learnning,learning
learing,learning
lerning,learning
learining,learning
suplementary,supplementary
divide,divine
devine,divine
divene,divine
thikns,thinks
therell,there'll
momories,memories
memoaries,memories
mermories,memories
memordies,memories
memorries,memories
memoiries,memories
memuries,memories
memmories,memories
merories,memories
memoryes,memories
memouries,memories
memorie's,memories
memeries,memories
non,noon
endochrine,endocrine
refere,refer
unsucessfully,unsuccessfully
accesing,accessing
pwoer,power
inspite,in_spite
playing_field,playing-field
ston,stone
packege,package
pakage,package
mel,meal
mell,meal
neighbour,neighbor
at,act
akt,act
lock,luck
buring,burning
leged,legged
livly,lively
livley,lively
acumulated,accumulated
technecally,technically
burgler,burglar
buglar,burglar
hir,her
here,her
har,her
he,her
waterrat,water-rat
buble,bubble
yerned,yearned
eleimination,elimination
elimiation,elimination
impedence,impedance
mise,mice
iwth,with
wihth,with
whith,with
wite,with
wiht,with
wirth,with
wtih,with
withe,with
weth,with
wit,with
witht,with
buyin,buying
bying,buying
hansome,handsome
ruch,rush
diry,dirty
durty,dirty
dispencing,dispensing
agre,agree
detailled,detailed
gon,gone
gome,gone
gonne,gone
gratuitious,gratuitous
exausted,exhausted
exhasted,exhausted
certian,certain
ceratin,certain
curtain,certain
sertain,certain
cirtain,certain
